./data/wall.obj         2.0  1.0  5.0     -90  1.0  0.0  0.0     1.0  1.0  1.5     1.0  0.0  4.7     3.0  2.0  5.2     /**WALL**/
./data/wall.obj         0.0  1.0  5.0     -90  1.0  0.0  0.0     1.0  1.0  1.5    -1.0  0.0  4.7     1.0  2.0  5.2     /**WALL**/
./data/bathroomWall.obj         0.0  1.0  5.0      90  1.0  0.0  0.0     1.0  1.0  1.5    -1.0  0.0  4.7     1.0  2.0  5.2     /**WALL**/
./data/wall.obj        -1.5  1.0  5.0     -90  1.0  0.0  0.0     0.5  1.0  1.5    -2.0  0.0  4.7    -1.0  2.0  5.2     /**WALL**/
./data/bathroomWall.obj        -1.5  1.0  5.0      90  1.0  0.0  0.0     0.5  1.0  1.5    -2.0  0.0  4.7    -1.0  2.0  5.2     /**WALL**/
./data/wall.obj        -3.0  1.0  0.0     -90  0.0  0.0  1.0     1.5  1.0  1.0    -3.2  0.0 -1.0    -2.7  2.0  1.0     /**WALL**/
./data/wall.obj        -3.0  1.0  2.0     -90  0.0  0.0  1.0     1.5  1.0  1.0    -3.2  0.0  1.0    -2.7  2.0  3.0     /**WALL**/
./data/wall.obj        -3.0  1.0  4.0     -90  0.0  0.0  1.0     1.5  1.0  1.0    -3.2  0.0  3.0    -2.7  2.0  5.0     /**WALL**/
./data/bathroomWall.obj  -3.0  1.0  6.0     -90  0.0  0.0  1.0     1.5  1.0  1.0    -3.2  0.0  5.0    -2.7  2.0  7.0     /**WALL**/
./data/bathroomWall.obj        -3.0  1.0  8.0     -90  0.0  0.0  1.0     1.5  1.0  1.0    -3.2  0.0  7.0    -2.7  2.0  9.0     /**WALL**/
./data/wall.obj         3.0  1.0  0.0      90  0.0  0.0  1.0     1.5  1.0  1.0     2.7  0.0 -1.0     3.2  2.0  1.0     /**WALL**/
./data/wall.obj         3.0  1.0  2.0      90  0.0  0.0  1.0     1.5  1.0  1.0     2.7  0.0  1.0     3.2  2.0  3.0     /**WALL**/
./data/wall.obj         3.0  1.0  4.0      90  0.0  0.0  1.0     1.5  1.0  1.0     2.7  0.0  3.0     3.2  2.0  5.0     /**WALL**/
./data/bathroomWall.obj        -2.0  1.0  9.0     -90  1.0  0.0  0.0     1.0  1.0  1.5    -3.0  0.0  8.7     1.0  2.0  10.2    /**WALL**/
./data/bathroomWall.obj         0.0  1.0  9.0     -90  1.0  0.0  0.0     1.0  1.0  1.5    -1.0  0.0  8.7     1.0  2.0  10.2    /**WALL**/
./data/bathroomWall.obj         1.0  1.0  6.0      90  0.0  0.0  1.0     1.5  1.0  1.0     0.7  0.0  5.0     1.2  2.0  7.0     /**WALL**/
./data/bathroomWall.obj         1.0  1.0  8.0      90  0.0  0.0  1.0     1.5  1.0  1.0     0.7  0.0  7.0     1.2  2.0  9.0     /**WALL**/
./data/batente.obj      0.0  1.0 -1.0     -90  0.0  1.0  0.0     1.0  1.4  1.1    -1.0  0.0 -1.2     1.0  2.0 -0.7     /**DOOR**/
./data/portaUnica.obj  -2.03 1.0  5.5     180  0.0  1.0  0.0     0.5  1.0  1.0    -2.3  0.0  4.9    -1.7  2.0  6.1     /**DOOR**/
./data/lareira.obj      0.0  0.5  4.6     180  0.0  1.0  0.0     0.8  0.8  0.9    -0.9  0.0  4.0     0.9  2.0  5.0     /*LAREIRA*/
./data/mesa.obj         0.0  0.35 2.0       0  1.0  1.0  1.0     0.5  0.35 0.5    -0.6  0.0  1.4     0.6  2.0  2.6     /*MESA*/
./data/window.obj      -3.0  1.0  2.0     -90  0.0  1.0  0.0     1.0  1.0  1.0     0.0  0.0  0.0     0.0  0.0  0.0     /*JANELA*/
./data/picture.obj      2.0  1.0 -0.9      90  1.0  0.0  0.0     0.5  0.5  0.5     0.0  0.0  0.0     0.0  0.0  0.0     /*QUADRO*/
./data/sofa.obj         2.3  0.3  2.0      90  0.0  1.0  0.0     1.0  1.0  1.0     0.0  0.0  0.0     0.0  0.0  0.0     /*SOFA*/
./data/banheira.obj     0.0  0.3  5.42    -90  0.0  1.0  0.0     1.0  1.0  1.0    -1.0  0.0  4.8     1.0  2.0  6.0     /*BANHEIRA*/
./data/sanitary.obj     0.0  0.5  8.5     180  0.0  1.0  0.0     0.5  0.4  0.5    -0.6  0.0  7.9     0.6  2.0  9.1     /*SANITARIO*/
./data/bob.obj          0.0  0.7  7.0     -90  0.0  1.0  0.0     0.7  0.7  0.7    -0.5  0.0  6.0     0.5  2.0  8.0     /*BOB*/
